"id","title","up_name","mid","url","bfl","plsl","dt","length","dmsl","tags","comments","yn","created","modified"
1,如何高效地在网上找开源项目做！在职程序员实际演示一波视频教程操作,CodeSheep,384068749,https://www.bilibili.com/video/BV1yJ411S7Wu,603331,573,"2019-11-14 18:15:33","08:24",1294,校园vlog|vlog|科普|我的学习日记|生活|教育|校园|学习|科技|教程|记录,"in:name example		名字中有“example”
in:readme example		readme中有“example”
in:description example	描述中有“example”

stars:&gt;1000		star&gt;1000
forks:&gt;1000		fork&gt;1000
pushed:&gt;2019-09-01		2019年9月1日后有更新的

language:java		用Java编写的项目
[2233娘_大笑]|好了我知道了，那你能帮帮我么？[doge]|不穿个保姆装？[害羞][害羞]",1,"2021-02-09 09:56:24.0",
2,必读计算机编程好书推荐！程序员小伙搬出了他的书架！,CodeSheep,384068749,https://www.bilibili.com/video/BV1kJ411W7pi,384109,1091,"2019-12-26 18:10:23","10:38",2059,编程|科普|生活|学习|VLOG|大学|校园|教程|读书分享|全能打卡挑战,"总结：
第一：《C Primer Plus》(第5版）中文版  买新版  
第二：《C++Primer》中文版
第三：《C++ Primer Plus》 比第二更适合零基础
第四：《Java编程思想》
第五：《Java核心技术》卷1卷2
第六：《Python核心编程》
第七：《Python编程从入门到实战》
第八：《Go语言实战》 or《Go In Action》
第九：《算法导论》 不适合初学者
第十：《算法》第四版 红色 
第十一：《TCP/IP详解》
第十二：《计算机网络 自顶向下》
第十三：《私房菜》  工具书
第十四：《Unix环境高级编程》
第十五：《Spring实战》
第十六：《Spring Boot实战》
第十七：《Spring技术内幕》 很难
第十八：《MySQL必知必会》   涵盖 《SQL必知必会》的内容
第十九：《高性能MySQL》  
第二十：《重构 改善既有代码的设计》 需要一些经验，拔高内容
[微笑][微笑][微笑]|搞IT，要看什么书?
很多年轻人打算搞IT，问要看什么书，以下是比较专业的回答：
第一阶段：《数据结构》《软件工程》《C语言》《C++》《C#》《PHP》《Java》《设计模式》《框架》
第二阶段：《莫生气》《佛教》《道》《来自》《思想与政治》《论持久战》
第三阶段：《脊椎匡扶指南》《腰间盘突出康复指南》《心脏病的预防与防止》《高血压降压宝典》《强迫症的自我恢复》
第四阶段：《迷恋》《谢谢你折磨我》《自私与贪婪》《走向奴役之路》
第五阶段：《活着》
第六阶段：《棺材的质量与选材》《墓地的风水与选择》《死后的思想》
第七阶段：《中国传统丧葬礼仪概述》
第八阶段：《论投胎的方法与技巧》
第十阶段：《论出生后如何不成为程序员》|想学-&gt;找书-&gt;书买回来-&gt;放在那-&gt;落灰-&gt;想学",1,"2021-02-09 09:56:24.0",
3,想做C语言/C++开发?这些才是你该学的东西！C语言/C++直通企业级开发的详细学习路线,CodeSheep,384068749,https://www.bilibili.com/video/BV1G7411K7j2,394909,1211,"2020-02-26 18:52:38","14:40",2323,校园vlog|编程|程序员|vlog|知识分享官|C++|学习|校园|C语言|教程|行业知识,"?哥 课代表来了[呲牙]
学习编程的基础四大件
数据结构和算法 学完之后要刷leetcode（剑指offer）

计算机网络 tcp/ip 协议栈（tcp/ip详解）

操作系统 进程和线程 并发 和锁 内存分布调度等等 （深入理解操作系统）

设计模式 单例 工厂 代理 策略模式 模版方法（大话设计模式）

实践
Linux操作系统掌握 shell编程 脚本等等
编译/调试工具 Linux平台上 gcc 以及makefile（跟我一起写makefile）要会写 gdb调试工具

Linux系统编程  ！
多线程编程 网络编程（unix环境高级编程）（Linux高性能服务器编程）（posix多线程程序设计）|推荐书籍: 
C： C Primer Plus,  C和指针，C专家编程
C++：有专门的视频
基础四大件：
数据结构和算法：大话数据结构，剑指offer，刷题。
计算机网络：TCP/IP详解
操作系统：深入理解操作系统
设计模式：大话设计模式
应用与编程实践：
Linux：鸟哥的Linux私房菜 或 Linux就该这么学
编译和调试工具材料：英语好的看GNU官方关于GCC和GDB的官方文档。中文版《debugging with gdb》,跟我一起写makefile
Linux的环境编程：Unix环境高级编程 ，Linux高性能服务器编程，POSIX多线程程序设计|二  基础四大件：
1.数据结构与算法 《大话数据结构》c/c++  ，《算法第四版》 java ，《剑指offer》
2.计算机网络《tcp/ip详解》
3.操作系统  《深入理解操作系统》
4.设计模式 《大话设计模式》
三 应用于编程
1.linux使用
《linux就该这么学》
2.编译和调试
GUN官方GCC和GDB文档
《debugging  with gdb 》中文版
《跟我一起写makefile》陈皓
3.linux环境编程
《unix环境高级编程》
《linux高性能服务器编程》
《posix多线程程序设计》",1,"2021-02-09 09:56:25.0",
4,【建议收藏】按这个学，找工作没问题！Java后端开发详细学习路线视频教程，串起Java后端开发几乎所有主流技术,CodeSheep,384068749,https://www.bilibili.com/video/BV1GQ4y1N7HD,230934,973,"2020-05-09 18:55:52","23:57",2490,编程|程序员|科普|知识分享官|科技|学习|校园|大学|IT|教程,"第一次当课代表[奋斗][奋斗]
## 编程基础（掌握）
### JAVA语法
#### Java基础

####  JVM
- 类加载机制
- 字节码执行机制
- JVM内存模型
- GC垃圾回收
- JVM性能监控与故障定位
- JVM调优

#### 多线程
- 并发编程的基础
- 线程池
- 锁
- 并发容器
- 原子类
- JUC并发工具类### 数据结构和算法
#### 数据结构
- 字符串
- 数组
- 链表
- 堆、栈、队列
- 二叉树
- 哈希
- 图

#### 算法
- 排序
- 查找
- 贪心
- 分治
- 动态规划
- 回溯### 计算机网络
- ARP协议
- IP、ICMP协议
- TCP、UDP协议
- DNS、HTTP/HTTPS协议
- Session/Cookie### MySQL数据库
- SQL语句的书写
- SQL语句的优化
- 事务、隔离级别
- 索引
- 锁### 操作系统
- 进程、线程
- 并发、锁
- 内存管理和调度
- I/O原理### 设计模式
- 单例
- 工厂
- 代理
- 策略
- 模板方法
- 观察者
- 适配器
- 责任链
- 建造者|建议标题改成:java劝退视频[doge]|我怎么不是在大一的时候看到这个呀……",1,"2021-02-09 09:56:27.0",
5,"亲历分享:自学编程的致命误区,你中招了没?在职程序员聊聊自学时如何防止入坑",CodeSheep,384068749,https://www.bilibili.com/video/BV1nJ41127VP,640070,1330,"2019-11-21 18:15:45","09:19",3416,校园vlog|编程|vlog|科普|学习|好奇心计划|教育|校园|科技|生活|教程,"1.基础很重要，不要盲目追赶“时髦”“热点”技术；
2.想学最好的语言？语言就没有好坏之分，只有适合和不适合（是否适合自己，以及是否适合要干的工作）；
3.不要孤军奋战，敢于分享，不要封闭；
4.要多写而不是只看，不用刻意去记，分清学习的重点，写的多了，该懂得就懂了；
5.不要怀疑自己，不要怀疑自己，不要怀疑自己！！注意拓展眼界；
6.学习资源在精不在多，精简的资源更利于学习（要规划好学习路线）；
7.多学多用，多记录、多思考；
8.不用担心专业不对口。|1：打好基础，搞好基础概念，理清学习路线，不要盲目追求新技术。 
2：语言选择不分好坏。看兴趣，岗位，用途。
3：拒绝封闭式学习。封闭，问题积累多，学习困难。敢于分享和交流，发现并解决问题。
4：代码不是用来记忆的，而是练习，思考出来的。要记的是设计编码的套路模式。
5：后期经常自我怀疑。积累经验，时间长了就好，没到拼天分智商环节
6：到处收集资料，但从来不看。资源在精而不在多。确定路线。
7：学了就忘。要经常用，需求驱动，记录，总结，思考，回顾，写博客笔记。
8：转行编程。编程门槛低，不用自我怀疑。

ps.下面几条共勉。
1：不要急于求成，慢慢来。
2：不要什么都想学，学着这个，想着那个。结果什么都学不会
3：坚持，|我虽然是计算机专业，但是接触java很晚，前段时间也面试了很多java开发实习，最大的感受就是基础最重要，计算机网络，数据结构算法，操作系统，数据库，java的基础，这些东西问的占大部分。其实框架这种东西，稍微了解一下，自己跟着做一个Demo小小的项目就差不多了。感觉在接触框架的时候最大的收获是了解了很多设计模式。自己现在也还在努力学习中，但是如果你比我更迷茫，欢迎交流一起进步[喜极而泣]",1,"2021-02-09 09:56:28.0",
6,视频演示如何玩转一个开源项目 |如何运行+如何读代码 |顺便讲讲IDEA和Spring Boot |Java/Python/C语言/C++项目均适用 |视频教程,CodeSheep,384068749,https://www.bilibili.com/video/BV1y4411p74E,172392,616,"2019-05-28 18:05:29","43:17",1421,校园vlog|编程|程序员|vlog|创作新秀奖|全勤挑战|学习|校园|视频教程|研究生|JAVA|互联网,"羊哥真是手把手宠爱粉丝[害羞][害羞]|在哔站，你甚至可以找到一个带你写项目的老大|导入完Halo项目后报大量错误的需要安装lombok插件在idea中,不是安装完插件就完事了，还需要我们在Settings设置页面，我们点击Build，Execution，Deployment--&gt;选择Compiler--&gt;选中Annotation Processors，然后在右侧勾选Enable annotation processing即可。不然依旧一大堆错误
具体参见:https://jingyan.baidu.com/article/0a52e3f4e53ca1bf63ed725c.html",1,"2021-02-09 09:56:29.0",
7,项目下载、运行、配置、构建、打包、部署：全步骤实战演示。前后端分离式项目实战部署（含nginx、tomcat部署配置）视频教程,CodeSheep,384068749,https://www.bilibili.com/video/BV1uK411p7Bp,169806,582,"2020-06-10 17:47:40","39:53",1222,计算机|编程|程序员|科普|知识分享官|校园|大学|学习|知识|教程,肉眼可见的秃头|我刚从导师那接到项目任务，分配给我的任务是前端 用vue.js。此外需要部署xshell和xftp。我的任务是做论坛自定义页面。 然后我的情况是：我以前是用c的，擅长的也是玩OpenGL库和计算机图形学的相关，然后接受这个项目任务（毕竟导师命令），我要在20天内学习vue.js代码并在一个月后提交项目需求。我现在有点懵，我关心的是做网页好玩么？可能我个人喜欢算法的实现，所以我还有机会问问老师把我调后端去（那就要学springboot了）。亦或是 不管喜不喜欢，做好本职，安心做前端 单纯的把这次项目任务当成一次经验积累。|羊哥老保姆了哈哈哈,1,"2021-02-09 09:56:29.0",
8,自学C/C++的书籍推荐（自学C/C++看书路线推荐）（我自己读过的一部分有关C/C++开发相关的书籍）| 科普视频教程,CodeSheep,384068749,https://www.bilibili.com/video/BV1ob411m76i,205913,767,"2019-02-13 18:10:51","19:49",1089,计算机|程序员|学习|校园|教学|C语言|应届生|自学编程|数据结构和算法|自学C/C++书籍推荐,"看书顺序由浅到深
第一本  Essential C++   (由c过度到c++）
第二本  C++ Primer第四版 (内容很全，但是不深）
第三本  Effeetive C++
第四本  More Effeetive C++
第五本  C++  标准程序库
第六本  深入探索C++对象模型 
 欢迎补充|你不学习一下c++，你都不知道自己的脑子原来就是个摆设。|推荐《c++ primer plus》，附电子版https://vdisk.weibo.com/s/7dCDbdo9ME8mG",1,"2021-02-09 09:56:30.0",
9,Java软件开发利器：IDEA插件分享!以Spring Boot项目为载体进行视频教程演示,CodeSheep,384068749,https://www.bilibili.com/video/BV1XE411K7Fz,142968,638,"2020-03-12 18:15:51","16:28",1021,编程|程序员|科普|知识分享官|视频教程|校园|学习|教程|VLOG|科技,"本次实验所有安装包均放在公众号CodeSheep里，小伙伴们直接回复 “IDEA” 就会自动发给你，我就不一一回了哦。
视频导航：
1. Background Image Plus：2分30秒
2. CodeGlance：3分40秒
3. Translation：4分18秒
4. Rainbow Brackets：5分33秒
5. Grep Console：6分36秒
6. Statistic：9分10秒
7. Markdown Navigator：10分19秒
8. RestfulToolkit：11分18秒
9. GsonFormat：12分49秒
10. MyBatis Log Plugin：13分59秒
11. Free Mybatis plugin：15分21秒|第一次做课代表[滑稽]
1 Background Image Plus
2 CodeGlance: vscod右侧代码地图
3 Translation
4 Rainbow Brackets: 彩虹色括号
5 Grep Console: 日志着色控制台显示
6 Statistic: 代码统计
7 Markdown Navigator
8 RestfulToolkit: 快速定位controller层接口、接口测试
9 GsonFormat: Json转Java类
10 Mybatis Log Plugin: 快速打印SQL语句
11 Free Mybatis Plugin: mybatis xml id与接口间跳转
个人觉得其他好用的插件：
1 Material Theme UI: 美化
2 Lombok: 省掉手动set/get方法
3 Alibaba Java Coding Guidelines: 阿里巴巴开发规范
4 Easy Code: 数据库表生成JavaBean
5 JRebel for IntelliJ: JavaWeb项目热部署
6 Key Promoter X: 快捷键提示
7 .ignore: 生成git ignore文件
视频中SpringBoot项目https://github.com/WuJunJie521/RuoYi|补充几个特别好用的！
1.SonarLint 帮助你扫描代码的问题，例如 性能，安全和重复问题。新手必备！显著提升代码质量！
2.maven helpler 更好的进行依赖管理
3.mybatis pro 付费，但是可以有其他办法用[doge]
4.color themes 有各种好看的主题，推荐sublime 3主题",1,"2021-02-09 09:56:31.0",
10,"项目大分享：项目经验,练手,毕设私活参考都不愁了",CodeSheep,384068749,https://www.bilibili.com/video/BV19Z4y1H728,113194,341,"2020-06-18 18:15:57","09:20",292,计算机|编程|程序员|科普|知识分享官|知识|校园|教程|大学|学习,"后台管理项目-JeeSite(ssm项目)https://gitee.com/thinkgem/jeesite?_from=gitee_search
商城类项目-微同商城(微信小程序)https://gitee.com/fuyang_lipengjun/platform?_from=gitee_search
秒杀类项目-spring-boot-seckill(秒杀案例合集)https://gitee.com/52itstyle/spring-boot-seckill?_from=gitee_search
支付类项目-roncoo-pay(详细)https://gitee.com/roncoocom/roncoo-pay?_from=gitee_search
综合平台类项目-Cloud-Platform(脚手架)https://gitee.com/geek_qi/cloud-platform?_from=gitee_search|羊哥我有几个问题想问一下:
1.目前大三，暑期实习处处碰壁。秋招投大厂的时候没有实习经验会直接被刷吗？
2.我自己写完了一个博客系统，是否可以作为项目经验写到简历上？
3.简历太过空白是否可以将平时一些课设也写上去？
希望羊哥能够解答[保佑]感激不尽|项目拿来练手该怎么练，是从零跟着他敲一遍吗",1,"2021-02-09 09:56:33.0",
11,"程序员宝库,开源社区GitHub到底该怎么玩 |如何玩转Github |Java/Python/C语言/C++开源项目聚集地",CodeSheep,384068749,https://www.bilibili.com/video/BV1d4411L7Jk,193183,248,"2019-05-21 18:05:01","19:48",759,校园vlog|考研|编程|程序员|野生技术协会|vlog|科普|GITHUB|全勤挑战|校园|研究生,谢谢，我在这真的找到男朋友了！！！[滑稽]|我看到同性*交，就进来了[蛆音娘_吃惊]|gayhub (=?ω?=),1,"2021-02-09 09:56:34.0",
12,手把手教你从0开始搭建自己的个人博客 |无坑版视频教程| hexo,CodeSheep,384068749,https://www.bilibili.com/video/BV1Yb411a7ty,200310,1824,"2019-02-24 10:15:01","28:29",2718,计算机|编程|程序员|学习|教程|网站|博客|招聘|应届生|自学编程,"不错了，把最基础的已经做完了。
后面也说了，如果要美观页面，那就上百度就OK。当然了，把这个东西部署到github上也不错，什么安全问题呀？流量控制啊，都不用你管。当然了，想搭建还得看你自己兴趣够不够强。(???)
毕竟，看时一时爽，一直看就一直爽。|初始化博客
&gt; hexo init 文件夹名称
新建文章
&gt; hexo new 文章名称
(或者)
&gt; hexo n 文章名称
在线预览
&gt; hexo server
(或者)
&gt; hexo s
一键部署
&gt; hexo deploy
(或者)
&gt; hexo d
======================================
顶我上去！！！
https://sandyzikun.github.io/ 欢迎访问！|[调皮]学习笔记！2020年2月5日13点13分
---	#安装Nodejs
node -v	#查看node版本
npm -v	#查看npm版本
npm install -g cnpm --registry=http://registry.npm.taobao.org	#安装淘宝的cnpm 管理器
cnpm -v	#查看cnpm版本
cnpm install -g hexo-cli    #安装hexo框架
hexo -v	#查看hexo版本
mkdir blog	#创建blog目录
cd blog	 #进入blog目录
sudo hexo init 	#生成博客 初始化博客
hexo s	#启动本地博客服务
http://localhost:4000/	#本地访问地址
hexo n &#34;我的第一篇文章&#34; #创建新的文章 
#返回blog目录
hexo clean #清理
hexo g #生成
#Github创建一个新的仓库 YourGithubName.github.io
cnpm install --save hexo-deployer-git #在blog目录下安装git部署插件
----
#配置_config.yml 
-----
	# Deployment
	## Docs: https://hexo.io/docs/deployment.html
	deploy:
  		type: git
 		repo: https://github.com/YourGithubName/YourGithubName.github.io.git
  		branch: master
-----
hexo d	#部署到Github仓库里
https://YourGithubName.github.io/  #访问这个地址可以查看博客

 git clone https://github.com/litten/hexo-theme-yilia.git themes/yilia  #下载yilia主题到本地

#修改hexo根目录下的 _config.yml 文件 ： theme: yilia

hexo c	#清理一下
hexo g	#生成
hexo d	#部署到远程Github仓库
https://YourGithubName.github.io/  #查看博客",1,"2021-02-09 09:56:34.0",
13,建议人手一套：个人专属多节点Linux环境打造，Linux操作系统学习实验环境安装配置视频教程,CodeSheep,384068749,https://www.bilibili.com/video/BV1bA411b7vs,166013,723,"2020-04-21 18:15:26","24:54",1572,编程|程序员|技术宅|科普|学霸修炼挑战|LINUX|科技|知识|学习|教程|技能,"从8核处理器，我知道了：
2.3GHz 8 核处理器
1TB 存储容量
AMD Radeon Pro 5500M
2.3GHz 8 核第九代 Intel Core i9 处理器
Turbo Boost 最高可达 4.8GHz
AMD Radeon Pro 5500M 图形处理器，配备 4GB GDDR6 显存
16GB 2666MHz DDR4 内存
1TB 固态硬盘
采用原彩显示技术的 16 英寸视网膜显示屏
触控栏和触控 ID
四个雷雳 3 端口
[黑洞]RMB 20,599[黑洞]|小伙伴们，本期视频所示环境建议人手一套哈，这将是后续学Linux、用Linux、Linux环境编程、项目部署、工具实验，等一系列学习实践的基石。也麻烦小伙伴们三连支持一波羊哥[鸡腿]，后续出更多实战视频，咩咩哒|实际开发中，确实天天看黑窗口和日志，代码提测和各种麻烦环节，本地好多都干不了，啊哈啊哈，反正我们公司流程比较多，本地啥也做不了，不过好在公司给了docker脚本，docker-compose构建一下就行了，这个就需要你是mac本了，反正Linux和docker以及docker-compose和git是必须掌握的。",1,"2021-02-09 09:56:35.0",
14,为什么我不推荐学Python去找工作?为什么只会Python很难找到工作?在职程序员聊聊Python岗位的一些情况|视频教程,CodeSheep,384068749,https://www.bilibili.com/video/BV1vt411n7WX,668976,1861,"2019-07-25 18:05:14","08:12",1689,校园vlog|编程|程序员|vlog|暑期爆肝挑战|PYTHON|开发|视频教程|生活|学习|高能,"up良心了，现在网上疯狂吹python，说什么它是最热门语言（指百度指数），打开CSDN首页，全是python的广告和软文，其实就是培训机构认为python比较好教，学习周期短，像up这样说实话的很少很少|五大应用
1.人工智能，机器学习
2.数据分析
3.爬虫
4.web开发
5.自动化测试
存在的不足
1.学历要求
2.数学功底
3.岗位数量
建议多学一门语言|好好搞c++/c java...Python主要科班研究生的辅助工具，研究生研究算法python和c++还是比较多。好好夯实基础吧。没得捷径走。",1,"2021-02-09 09:56:36.0",
15,C/C++开源项目推荐，帮助大家从学习走向实践！研究开源项目是获得项目经验的绝好途径！,CodeSheep,384068749,https://www.bilibili.com/video/BV1v441187mZ,100188,214,"2019-04-25 18:10:14","21:56",454,校园vlog|考研|程序员|野生技术协会|vlog|校园|C语言|生活记录|研究生|学习|编程开发,"cjson网址：https://sourceforge.net/projects/cjson/
MyTinySTL网址：https://github.com/Alinshans/MyTinySTL
oatpp网址：https://github.com/oatpp/oatpp
Tinyhttpd网址：https://github.com/EZLippi/Tinyhttpd/blob/master/httpd.c
nginx网址：http://nginx.org/
Redis网址：https://redis.io/download|希望up主出一个怎么玩儿github开源项目的视频[惊喜][惊喜][惊喜]|这些项目怎么才叫学会呢",1,"2021-02-09 09:56:37.0",
16,Java企业级开源项目推荐，帮助大家从学习走向实践！研究开源项目是获得项目经验的绝好途径！|项目推荐视频教程,CodeSheep,384068749,https://www.bilibili.com/video/BV1rb41157Rk,78446,277,"2019-04-18 18:10:42","21:16",446,考研|编程|程序员|校园|南京|生活记录|JAVA|生活|硕士|Vlog,"这个炒鸡棒！！！
那些培训机构的项目真的太大众了|期待c＋＋的|https://github.com/halo-dev/halo
https://github.com/looly/hutool
https://github.com/sqshq/piggymetrics
https://github.com/hankcs/HanLP
https://github.com/hansonwang99",1,"2021-02-09 09:56:38.0",
17,"一个程序员up的所有常用软件大分享！涉及开发工具,日常办公,视频制作等",CodeSheep,384068749,https://www.bilibili.com/video/BV1E7411b7w4,123247,459,"2020-02-09 18:15:26","08:52",558,校园vlog|编程|vlog|科普|寒假Vlog-一起学习吧|校园|科技|学习|生活|教育|教程,"补充一下自己用的，?哥没说的。

1. 影音
Downie 3 - 下载网络视频，UI优雅得不像话
IINA - 国人做的开源视频播放器
Movist Pro - 视频播放器

2. 效率
Bartender 3 - 状态栏管理
iStat Menus - 状态栏扩展，资源占用、网速等
Karabiner - 改键，个人习惯把标准键盘的“左Alt”和“左Win”对调，同时换键帽来使用
Mos - 反转鼠标滚轮（个人觉得那个模拟平滑功能不好用
Snipaste - 强大的截图工具，Windows上也有

3. 办公
Microsoft OneNote - 全平台同步，做笔记还挺好用的
Microsoft To Do - 也主要是看重全平台同步
OneDrive - 同样也是，全平台同步
PDF Expert - 强大的PDF阅读、标记、处理软件
The Unarchiver - 解压
XMind ZEN - 思维导图

4. 程序员
Charles - 抓包工具
Fork - 图形界面Git管理工具
Microsoft Remote Desktop - 微软自家远程控制，用近乎本机的体验远程操作Windows
Parallels Desktop - 或许是macOS上最好用的虚拟机，缺点是太贵了
Sublime Text - 个人拿来做轻量文本编辑器，稍微上点规模的用VS Code，工程的话用各自IDE
Typora - Markdown编辑/预览工具|来了！idea给我冲！|因为这次疫情学校要开展线上教学，结果我电脑没带回家，今天配置了一下午开发环境了，真让人头大[无语]",1,"2021-02-09 09:56:39.0",
18,直击痛点：一招搞定GitHub开源项目下载加速！,CodeSheep,384068749,https://www.bilibili.com/video/BV1aE411p7Cd,97692,391,"2020-03-07 18:20:07","06:11",523,编程|程序员|科普|知识分享官|科技|校园|学习|VLOG|自制|教程,码云觉得很淦|兄弟们顶我上去：用手机开热点，电脑连接热点，进入和下载速度贼快[奸笑]|gitee是有空间限制的，大约5个g。之前我就是从github上克隆了好多项目，后来空间满了，自己的代码都push不到gitee上[无语],1,"2021-02-09 09:56:40.0",
19,自学编程找工作：如何获得项目经验？简历上项目经验写什么？应届校招/转行社招，无实际项目经验如何破局？,CodeSheep,384068749,https://www.bilibili.com/video/BV1Ai4y1V7PX,139390,714,"2020-07-02 18:48:15","09:51",484,面试|编程|程序员|职场|科普|毕业职场指路|校园|学习|知识|求职,"不管是本科生还是研究生,劝你们一句,赶紧自学吧,别被导师或者学校课程牵着鼻子走,只有自学+自律才能翻盘。|分享一下我自己(供参考)
学历:   大专20届应届生
职位：初级研发工程师(Linux c/c++ 程序员)
坐标:   四川成都
月基本工资：7000元（税前,13个月薪）
月绩效工资：3000元（税前,13个月薪）
股权：1万股（根据公司规定每年考核合格授予25%，共分四年授予。
总结:   1. 不一定非要去北上广深
            2. 行业很重要，即使工资暂时不高
        3. 找工作不难，找一个像样一点的工作很难
        4. 在公司要感觉自己有奔头，否则就跳槽|看完了，这就写评论作技术输出[OK]
1. 最重要的还是基础，盲目追求经历而放弃基础是画蛇添足；
2. 善于利用开源项目，重在吸收技术关键点，然后多折腾；
3. 技术输出，展现出自己的技术态度和意愿，亮出技术博客或GitHub；
4. 善于利用知名框架或项目，深入原理，能在源码级别和面试官侃上几轮；
5. 善于挖掘已有项目的技术亮点；
最后，如果时间紧张，最重要的还是基础！
成年人的世界里没有轻松的事情[doge][doge][doge]",1,"2021-02-09 09:56:41.0",
20,包工头都能听明白的前后端分离！,CodeSheep,384068749,https://www.bilibili.com/video/BV1f7411L7By,199006,693,"2020-02-19 18:20:47","11:47",968,编程|程序员|知识分享官|自制|学习|校园|生活|教程|Java|行业知识,谢谢三连支持我的小伙伴们，以后咱都是自家兄弟了[抱拳][鸡腿]|前后端分离，人不分离。[doge][doge]|面向复制粘贴编程,1,"2021-02-09 09:56:42.0",
21,Java源码盘起来！演示搭建JDK源码阅读环境，利用IDEA搭建Java源码阅读环境视频教程,CodeSheep,384068749,https://www.bilibili.com/video/BV1V7411U78L,112260,554,"2020-03-25 18:15:38","26:30",1178,校园vlog|计算机|编程|程序员|vlog|职场加油站|技术|学习|大学|JAVA|校园,"面试官：说说你目前在哪里开车？
应聘者：我跑滴滴的
面试官：那能介绍下怎么跑的吗？开的什么车？怎么开的?
应聘者：目前在北京跑，开的五菱宏光，点着火，油门一踩就走了……
面试官：那当你点着火的时候，这台车的底层是怎么工作的？
应聘者：额......好像发动机会转......
面试官：发动机？那能具体介绍下发动机的组成原理吗?
应聘者：额......这个......
面试官：好吧，那你平时工作中会接触其它车吗？
应聘者：摸过大奔......
面试官：那你能介绍下大奔的设计原理吗？
应聘者：.....
面试官：那好，我们今天就聊到这，出门右拐|JDK源码包建议阅读顺序:lang&gt;util&gt;io&gt;nio&gt;math&gt;time&gt;net[OK]|你们在创建源码工程时Windows应该会发现缺少tools和Unixt
https://blog.csdn.net/IT_Migrant_worker/article/details/104743218
可以解决
送我上去[tv_doge]狗头自保",1,"2021-02-09 09:56:42.0",
22,"计算机网络该怎么学 |面试题分享 |程序员面试必问 |互联网,通信公司常问 |java,python,c++等校园招聘开发岗位都会问",CodeSheep,384068749,https://www.bilibili.com/video/BV1U4411M71p,86285,203,"2019-06-11 18:05:47","13:59",543,考研|编程|程序员|考试|vlog|科技|生活|校园招聘|计算机网络|Java,"课代表来啦

1. TCP/IP协议体系的认知
2. 链路层
    1. 以太网帧的格式
    2. MTU的概念
    3. ARP协议和RARP协议（掌握一下ARP缓存的原理）
4. 网络层
    1. 掌握IP的首部格式
    2. 掌握IP的分片
    4. 掌握IP选路
    5. ICMP协议
        1. 掌握报文格式
        2. 分类：查询 + 差错
        3. 两种 + 五种
4. 传输层
    1. UDP，次要一点，掌握特点和首部各个字段
    2. 掌握TCP
        1. 特点 + 首部字段 + 可靠机制
        2. 连接控制 ： 三次握手，四次挥手，同时打开，同时关闭，半关闭（可能问到为什么需要）
        3. 流量控制机制：滑动窗口,慢启动，拥塞避免，快速重传，快速恢复
        4. 超时重传机制
5. 应用层
    1. 掌握DNS协议
        1. 名字空间
        2. 指针查询（反向查找或逆向解析）基本原理
        3. DNS缓存
    2. FTP协议（活化石）：
        1. 控制流和数据流
        2. 两种工作模式： PASV 和 PORT
        3. 各种指令和响应码
        4. 断点续传和匿名FTP的概念
    5. HTTP协议： 
        1. 报文格式：请求报文，响应报文，请求头各种字段，响应头各种字段
        2. HTTP状态码
    2. HTTPS协议
        1. 握手的详细过程
        2. 摘要算法，数字签名，数字证书的原理和过程|1，计算机网络主要指的就是TCP/IP协议栈，是互联网的基石
2，容易忘是因为TCP/IP技术栈有一大部分都隐藏于操作系统的内核态，较少被接触。
3，重点脉络：
（1，反复记忆。2，多问为什么）
一、TCP/IP协议体系的认知
（1）分层。一部分处于用户态，一部分处于内核态。数据链路层，网络层，传输层封装于操作系统内核态。应用层存在于操作系统的用户空间，包括DNS，FTP，HTTPs，HTTP，工作中接触较多的是应用层的部分。但其它层的原理必须理解，面试考察。
（2）层与层之间下层对上层是透明的，传输在每一层是对等的。
二、数据链路层。
（1）以太网帧的格式。（2）MTU（最大传输单元）的概念。（3）ARP协议和RARP协议（地址协议和逆地址协议，网卡MAC地址和IP地址互查机制）（网络层和链路层的中间层）ARP报文格式，查询原理，缓存机制
三、网络层
（1）掌握IP首部格式：如16位分片标识、DF不分片标志、MF更多分片标志、13位片偏移、8位生存时间TTL、16位的首部检验和等等。
（2）掌握如何IP分片：如总长大于MTU值，画分片情况；如何避免IP分片（在应用层或传输层做限制）；确定分片顺序；确定分片是否全部到达。
（3）掌握IP选路。会看路由表。Route print 。路由表每个字段的含义
（4）掌握ICMP（因特网控制报文协议）：（理解为网络层和传输层的中间协议）报文格式；2种查询报文+5种差错报文。|希望下期来个操作系统的[doge]提前谢谢羊哥了",1,"2021-02-09 09:56:44.0",
